route_id,route_short_name,route_long_name,avg_headway_min,headway_std,peak_trip_count,stops_served,headway_score,variability_score,crowding_risk_score,risk_rank
400,213,Nira to Hadapsar Gadital (UP),439.25,190.68743564589553,3,114,0.6588384350514999,0.695786223769254,0.6699227716668261,34
153,142,Pune Station Depot to Ghotawade Phata (DOWN),376.1363636363636,250.60446108012732,3,61,0.5639175187246981,0.9144133227449165,0.6690662599307635,35
237,162,Pabal Gaon to Ma Na Pa Shramik Bhavan (UP),566.8962686567164,66.33189981325592,2,66,0.850814392779291,0.24203389137924694,0.6681802423592778,36
414,219,Alandi to Kothrud Depot (UP),434.0,193.54644072961182,2,63,0.650942600816177,0.7062182501070043,0.6675252956034252,37
397,212,Hadapsar Gadital to Morgaon St Stand (DOWN),635.0,0.0,1,16,0.9532402543971042,0.0,0.6672681780779729,38
127,136,Wagholi Kesnand Phata to Vadegaon (DOWN),350.0,274.06037821817824,2,17,0.5246092530510136,0.9999999999963513,0.6672264771346148,39
914,65A,Patas to Hadapsar Gadital Solapur Road (UP),430.7692307692308,194.52751325399802,3,99,0.6460836259021323,0.709798017933208,0.665197943511455,40
659,331A,Pimple Saudagar- Mahadev Mandir / Pimple Saudagar to Charholigaon Burde Vasti (UP),400.0485436893204,223.4198272066175,3,63,0.59988068251581,0.8152211883322249,0.6644828342607344,41
455,233B,Marketyard Depot to Bhadasgaon (DOWN),630.0,0.0,1,52,0.9457204122682256,0.0,0.6620042885877578,42
396,212,Morgaon St Stand to Hadapsar Gadital (UP),630.0,0.0,1,86,0.9457204122682256,0.0,0.6620042885877578,43
499,279,Marketyard Depot to Katar Khadak (DOWN),625.0,0.0,1,26,0.9382005701393468,0.0,0.6567403990975427,44
424,225,Hinjawadi Maan Phase 3 to Kharadi Gaon (UP),620.0,0.0,1,50,0.930680728010468,0.0,0.6514765096073275,45
632,323A,Ma Na Pa Main Stand to Gharkul Vasahat Chikhali (DOWN),620.0,0.0,1,37,0.930680728010468,0.0,0.6514765096073275,46
171,147,Ma Na Pa Shramik Bhavan to Nhavi Sandas (DOWN),620.0,0.0,1,22,0.930680728010468,0.0,0.6514765096073275,47
858,47,Sanaswadi Nandoshi to Swargate (UP),498.6363636363636,116.32134538046104,2,40,0.7481536508822283,0.42443692932304755,0.6510386344144741,48
331,193,Khutbav Gaon to Hadapsar Gadital Solapur Road (UP),406.7153284671533,202.93837621978307,3,87,0.609907316323113,0.7404878353392779,0.6490814720279624,49
245,164,Nhavare to Ma Na Pa Shramik Bhavan (UP),407.97945205479454,200.90362998310243,4,97,0.6118085182852039,0.7330633902228322,0.6481849798664924,50
561,302A,Alandi to Pimprigaon (UP),459.4166666666667,150.22889785727784,2,49,0.6891684649713109,0.5481598574498541,0.6468658827148738,51
435,227,Marketyard Depot to Marnewadi (DOWN),615.0,0.0,1,46,0.9231608858815892,0.0,0.6462126201171123,52
293,179,Lohegaon Khandoba Mal to Hadapsar Gadital (UP),445.18518518518516,162.76781403525118,2,42,0.6677647661711503,0.5939122433271932,0.6456090093179632,53
159,144A,Aditya Garden City to Pune Station Moledina Stand (DOWN),532.5,78.3741028656788,2,26,0.7990834907550892,0.28597385501307143,0.6451506000324839,54
332,193,Hadapsar Gadital Solapur Road to Khutbav Gaon (DOWN),393.8732394366197,206.604080862765,4,86,0.5905932199001893,0.7538633720250307,0.6395742655376417,55
59,119A,Ma Na Pa Daphale Garage to Charholigaon (DOWN),605.0,0.0,1,44,0.9081212016238316,0.0,0.6356848411366821,56
923,67A,Swargate to Uruli Kanchan (DOWN),386.8041237113402,207.8237754673044,3,57,0.579961493051214,0.7583138314911705,0.6334671945832009,57
415,219,Kothrud Depot to Alandi (DOWN),385.94594594594594,207.83900403209114,3,65,0.5786708207883583,0.7583693979502323,0.6325803939369204,58
915,65A,Hadapsar Gadital Solapur Road to Patas (DOWN),384.1666666666667,208.6165340605417,5,98,0.5759948409316853,0.7612064736103583,0.6315583307352871,59
1003,87A,Deccan Gymkhana to Zilla Parishad Shala Chande (DOWN),363.72093023255815,228.23257751496496,4,46,0.545245098893053,0.8327821007837815,0.6315061994602715,60
167,145,Pune Station Depot to Sutarwadi Depot (DOWN),600.0,0.0,1,34,0.9006013594949528,0.0,0.6304209516464669,61
524,293,Saswad to Balaji Nagar Corner Satara Road (UP),340.0,250.02777623473932,2,34,0.509569568793256,0.9123090972120786,0.6303914273189027,62
246,164,Ma Na Pa Shramik Bhavan to Nhavare (DOWN),357.49056603773585,231.97162277139972,6,101,0.5358748278629565,0.8464252449724117,0.6290399529957931,63
401,213,Hadapsar Gadital to Nira (DOWN),377.85353535353534,211.18246678353282,6,114,0.5665000907689595,0.7705691284372411,0.6277208020694439,64
113,131,Ma Na Pa Dengle Pul Nadikathi to Golegaon Gram Panchayat (DOWN),590.0,0.0,1,50,0.8855616752371952,0.0,0.6198931726660366,65
434,227,Marnewadi to Marketyard Depot (UP),590.0,0.0,1,57,0.8855616752371952,0.0,0.6198931726660366,66
218,159B,Ma Na Pa Shramik Bhavan to Loni Dhamni (DOWN),327.1387283236994,252.62757162448648,5,99,0.4902266222767758,0.9217953111866795,0.6196972289497469,67
